Mod:Item:MetaData, Localized Name
natura:nether_doors:2, Darkwood Door
natura:nether_doors:3, Fusewood Door
natura:maple_button:0, Maple Button
natura:maple_pressure_plate:0, Maple Pressure Plate
natura:maple_trap_door:0, Maple Trap Door
natura:maple_fence:0, Maple Fence
natura:maple_fence_gate:0, Maple Fence Gate
natura:silverbell_button:0, Silverbell Button
natura:silverbell_pressure_plate:0, Silverbell Pressure Plate
natura:silverbell_trap_door:0, Silverbell Trap Door
natura:silverbell_fence:0, Silverbell Fence
natura:silverbell_fence_gate:0, Silverbell Fence Gate
natura:amaranth_button:0, Amaranth Button
natura:amaranth_pressure_plate:0, Amaranth Pressure Plate
natura:amaranth_trap_door:0, Amaranth Trap Door
natura:amaranth_fence:0, Amaranth Fence
natura:amaranth_fence_gate:0, Amaranth Fence Gate
natura:tiger_button:0, Tiger Button
natura:tiger_pressure_plate:0, Tiger Pressure Plate
natura:tiger_trap_door:0, Tiger Trap Door
natura:tiger_fence:0, Tiger Fence
natura:tiger_fence_gate:0, Tiger Fence Gate
natura:willow_button:0, Willow Button
natura:willow_pressure_plate:0, Willow Pressure Plate
natura:willow_trap_door:0, Willow Trap Door
natura:willow_fence:0, Willow Fence
natura:willow_fence_gate:0, Willow Fence Gate
natura:eucalyptus_button:0, Eucalyptus Button
natura:eucalyptus_pressure_plate:0, Eucalyptus Pressure Plate
natura:eucalyptus_trap_door:0, Eucalyptus Trap Door
natura:eucalyptus_fence:0, Eucalyptus Fence
natura:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
natura:hopseed_button:0, Hopseed Button
natura:hopseed_pressure_plate:0, Hopseed Pressure Plate
natura:hopseed_trap_door:0, Hopseed Trap Door
natura:hopseed_fence:0, Hopseed Fence
natura:hopseed_fence_gate:0, Hopseed Fence Gate
natura:sakura_button:0, Sakura Button
natura:sakura_pressure_plate:0, Sakura Pressure Plate
natura:sakura_trap_door:0, Sakura Trap Door
natura:sakura_fence:0, Sakura Fence
natura:sakura_fence_gate:0, Sakura Fence Gate
natura:redwood_button:0, Redwood Button
natura:redwood_pressure_plate:0, Redwood Pressure Plate
natura:redwood_trap_door:0, Redwood Trap Door
natura:redwood_fence:0, Redwood Fence
natura:redwood_fence_gate:0, Redwood Fence Gate
natura:overworld_bookshelves:0, Maple Bookshelf
natura:overworld_bookshelves:1, Silverbell Bookshelf
natura:overworld_bookshelves:2, Amaranth Bookshelf
natura:overworld_bookshelves:3, Tiger Bookshelf
natura:overworld_bookshelves:4, Willow Bookshelf
natura:overworld_bookshelves:5, Eucalyptus Bookshelf
natura:overworld_bookshelves:6, Hopseed Bookshelf
natura:overworld_bookshelves:7, Sakura Bookshelf
natura:overworld_bookshelves:8, Redwood Bookshelf
natura:overworld_workbenches:0, Maple Workbench
natura:overworld_workbenches:1, Silverbell Workbench
natura:overworld_workbenches:2, Amaranth Workbench
natura:overworld_workbenches:3, Tiger Workbench
natura:overworld_workbenches:4, Willow Workbench
natura:overworld_workbenches:5, Eucalyptus Workbench
natura:overworld_workbenches:6, Hopseed Workbench
natura:overworld_workbenches:7, Sakura Workbench
natura:overworld_workbenches:8, Redwood Workbench
natura:ghostwood_button:0, Ghostwood Button
natura:ghostwood_pressure_plate:0, Ghostwood Pressure Plate
natura:ghostwood_trap_door:0, Ghostwood Trap Door
natura:ghostwood_fence:0, Ghostwood Fence
natura:ghostwood_fence_gate:0, Ghostwood Fence Gate
natura:bloodwood_button:0, Bloodwood Button
natura:bloodwood_pressure_plate:0, Bloodwood Pressure Plate
natura:bloodwood_trap_door:0, Bloodwood Trap Door
natura:bloodwood_fence:0, Bloodwood Fence
natura:bloodwood_fence_gate:0, Bloodwood Fence Gate
natura:fusewood_button:0, Fusewood Button
natura:fusewood_pressure_plate:0, Fusewood Pressure Plate
natura:fusewood_trap_door:0, Fusewood Trap Door
natura:fusewood_fence:0, Fusewood Fence
natura:fusewood_fence_gate:0, Fusewood Fence Gate
natura:darkwood_button:0, Darkwood Button
natura:darkwood_pressure_plate:0, Darkwood Pressure Plate
natura:darkwood_trap_door:0, Darkwood Trap Door
natura:darkwood_fence:0, Darkwood Fence
natura:darkwood_fence_gate:0, Darkwood Fence Gate
natura:nether_bookshelves:0, Ghostwood Bookshelf
natura:nether_bookshelves:1, Bloodwood Bookshelf
natura:nether_bookshelves:2, Darkwood Bookshelf
natura:nether_bookshelves:3, Fusewood Bookshelf
natura:nether_workbenches:0, Ghostwood Workbench
natura:nether_workbenches:1, Bloodwood Workbench
natura:nether_workbenches:2, Darkwood Workbench
natura:nether_workbenches:3, Fusewood Workbench
natura:imp_armor_helmet, Impskin Helmet
natura:imp_armor_chestplate, Impskin Jerkin
natura:imp_armor_leggings, Impskin Leggings
natura:imp_armor_boots, Impskin Boots
natura:ghostwood_sword, Ghostwood Sword
natura:ghostwood_pickaxe, Ghostwood Pickaxe
natura:ghostwood_shovel, Ghostwood Shovel
natura:ghostwood_axe, Ghostwood Hatchet
natura:ghostwood_kama, Ghostwood Kama
natura:ghostwood_bow, Ghostwood Bow
natura:bloodwood_sword, Bloodwood Sword
natura:bloodwood_pickaxe, Bloodwood Pickaxe
natura:bloodwood_shovel, Bloodwood Shovel
natura:bloodwood_axe, Bloodwood Hatchet
natura:bloodwood_kama, Bloodwood Kama
natura:bloodwood_bow, Bloodwood Bow
natura:darkwood_sword, Darkwood Sword
natura:darkwood_pickaxe, Darkwood Pickaxe
natura:darkwood_shovel, Darkwood Shovel
natura:darkwood_axe, Darkwood Hatchet
natura:darkwood_kama, Darkwood Kama
natura:darkwood_bow, Darkwood Bow
natura:fusewood_sword, Fusewood Sword
natura:fusewood_pickaxe, Fusewood Pickaxe
natura:fusewood_shovel, Fusewood Shovel
natura:fusewood_axe, Fusewood Hatchet
natura:fusewood_kama, Fusewood Kama
natura:fusewood_bow, Fusewood Bow
natura:netherquartz_sword, Quartz Sword
natura:netherquartz_pickaxe, Quartz Pickaxe
natura:netherquartz_shovel, Quartz Shovel
natura:netherquartz_axe, Quartz Hatchet
natura:netherquartz_kama, Quartz Kama
natura:flint_and_blaze, Flint and Blaze
pixelmon:item_finder, Itemfinder
pixelmon:rare_candy, Rare Candy
pixelmon:potion, Potion
pixelmon:super_potion, Super Potion
pixelmon:hyper_potion, Hyper Potion
pixelmon:max_potion, Max Potion
pixelmon:fresh_water, Fresh Water
pixelmon:soda_pop, Soda Pop
pixelmon:lemonade, Lemonade
pixelmon:moomoo_milk, Moomoo Milk
pixelmon:ether, Ether
pixelmon:max_ether, Max Ether
pixelmon:elixir, Elixir
pixelmon:max_elixir, Max Elixir
pixelmon:pp_up, item.pp_up.name
pixelmon:pp_max, item.pp_max.name
pixelmon:full_restore, Full Restore
pixelmon:revive, Revive
pixelmon:max_revive, Max Revive
pixelmon:antidote, Antidote
pixelmon:paralyze_heal, Paralyze Heal
pixelmon:awakening, Awakening
pixelmon:burn_heal, Burn Heal
pixelmon:ice_heal, Ice Heal
pixelmon:full_heal, Full Heal
pixelmon:rage_candy_bar, Rage Candy Bar
pixelmon:lava_cookie, Lava Cookie
pixelmon:old_gateau, Old Gateau
pixelmon:casteliacone, Casteliacone
pixelmon:lumiose_galette, Lumiose Galette
pixelmon:shalour_sable, Shalour Sable
pixelmon:big_malasada, Big Malasada
pixelmon:hp_up, HP Up
pixelmon:protein, Protein
pixelmon:iron, Iron
pixelmon:calcium, Calcium
pixelmon:zinc, Zinc
pixelmon:carbos, Carbos
pixelmon:health_wing, Health Wing
pixelmon:muscle_wing, Muscle Wing
pixelmon:resist_wing, Resist Wing
pixelmon:genius_wing, Genius Wing
pixelmon:clever_wing, Clever Wing
pixelmon:swift_wing, Swift Wing
pixelmon:pomeg_berry, Pomeg Berry
pixelmon:kelpsy_berry, Kelpsy Berry
pixelmon:qualot_berry, Qualot Berry
pixelmon:hondew_berry, Hondew Berry
pixelmon:grepa_berry, Grepa Berry
pixelmon:tamato_berry, Tamato Berry
pixelmon:heal_powder, Heal Powder
pixelmon:energy_powder, Energy Powder
pixelmon:energy_root, Energy Root
pixelmon:revival_herb, Revival Herb
pixelmon:x_attack, X Attack
pixelmon:x_defence, X Defense
pixelmon:x_special_attack, X Sp. Atk
pixelmon:x_special_defence, X Sp. Def
pixelmon:x_speed, X Speed
pixelmon:x_accuracy, X Accuracy
pixelmon:dire_hit, Dire Hit
pixelmon:fire_stone, Fire Stone
pixelmon:water_stone, Water Stone
pixelmon:moon_stone, Moon Stone
pixelmon:thunder_stone, Thunder Stone
pixelmon:leaf_stone, Leaf Stone
pixelmon:sun_stone, Sun Stone
pixelmon:dawn_stone, Dawn Stone
pixelmon:dusk_stone, Dusk Stone
pixelmon:shiny_stone, Shiny Stone
pixelmon:ice_stone, Ice Stone
pixelmon:thunder_stone_shard, Thunder Stone Shard
pixelmon:leaf_stone_shard, Leaf Stone Shard
pixelmon:water_stone_shard, Water Stone Shard
pixelmon:fire_stone_shard, Fire Stone Shard
pixelmon:sun_stone_shard, Sun Stone Shard
pixelmon:moon_stone_shard, Moon Stone Shard
pixelmon:dawn_stone_shard, Dawn Stone Shard
pixelmon:dusk_stone_shard, Dusk Stone Shard
pixelmon:shiny_stone_shard, Shiny Stone Shard
pixelmon:ice_stone_shard, Ice Stone Shard
pixelmon:wailmer_pail, Wailmer Pail
pixelmon:old_rod, Old Rod
pixelmon:good_rod, Good Rod
pixelmon:super_rod, Super Rod
pixelmon:chisel, Chisel
pixelmon:ranch_upgrade, Ranch Upgrade
pixelmon:trade_monitor, Trade Monitor
pixelmon:trade_holder_right, Trade Holder Right
pixelmon:trade_holder_left, Trade Holder Left
pixelmon:trade_panel, Trade Panel
pixelmon:orb, Orb
pixelmon:uno_orb, Orb of Frozen Souls
pixelmon:dos_orb, Orb of Static Souls
pixelmon:tres_orb, Orb of Fiery Souls
pixelmon:trainer_editor, NPC Editor
pixelmon:pokemon_editor, Pokémon Editor
pixelmon:grotto_spawner, Grotto Spawner
pixelmon:green_tank, Green Tank
pixelmon:orange_tank, Orange Tank
pixelmon:cloner_cord, Cloner Cord
pixelmon:hourglass_gold, Isi's Golden Hourglass
pixelmon:hourglass_silver, Isi's Silver Hourglass
pixelmon:lens_gold, Hiroku's Golden Lens
pixelmon:lens_silver, Hiroku's Silver Lens
pixelmon:hidden_iron_door, Hidden Iron Door
pixelmon:hidden_wooden_door, Hidden Wooden Door
pixelmon:gift_box, Gift Box
pixelmon:pixelmon_sprite, Photo
pixelmon:painting, Pokémon Painting
pixelmon:camera, Camera
pixelmon:film, Film
pixelmon:tree, Tree
pixelmon:amethyst, Amethyst
pixelmon:ruby:0, Ruby
pixelmon:ruby:1, Ruby of Knowledge
pixelmon:ruby:2, Ruby of Emotion
pixelmon:ruby:3, Ruby of Willpower
pixelmon:crystal, Crystal
pixelmon:sapphire, Sapphire
pixelmon:silicon, Silicon
pixelmon:aluminium_ingot, Aluminum Ingot
pixelmon:aluminium_plate, Aluminum Plate
pixelmon:ability_capsule, Ability Capsule
pixelmon:exp_all, Exp. All
pixelmon:gracidea, Gracidea
pixelmon:reveal_glass, Reveal Glass
pixelmon:red_chain, Red Chain
pixelmon:repel, Repel
pixelmon:super_repel, Super Repel
pixelmon:max_repel, Max Repel
pixelmon:porygon_piece:0, Porygon
pixelmon:porygon_piece:1, Porygon Head
pixelmon:porygon_piece:2, Porygon Body
pixelmon:porygon_piece:3, Porygon Leg
pixelmon:porygon_piece:4, Porygon Tail
pixelmon:red_shard, Red Shard
pixelmon:blue_shard, Blue Shard
pixelmon:jade_shard, Jade Shard
pixelmon:azure_flute, Azure Flute
pixelmon:sacredash, Sacred Ash
pixelmon:ever_stone, Everstone
pixelmon:lucky_egg, Lucky Egg
pixelmon:exp_share, Exp. Share
pixelmon:choice_band, Choice Band
pixelmon:choice_scarf, Choice Scarf
pixelmon:choice_specs, Choice Specs
pixelmon:macho_brace, Macho Brace
pixelmon:power_weight, Power Weight
pixelmon:power_bracer, Power Bracer
pixelmon:power_belt, Power Belt
pixelmon:power_lens, Power Lens
pixelmon:power_band, Power Band
pixelmon:power_anklet, Power Anklet
pixelmon:muscle_band, Muscle Band
pixelmon:cheri_berry, Cheri Berry
pixelmon:chesto_berry, Chesto Berry
pixelmon:pecha_berry, Pecha Berry
pixelmon:rawst_berry, Rawst Berry
pixelmon:aspear_berry, Aspear Berry
pixelmon:leppa_berry, Leppa Berry
pixelmon:persim_berry, Persim Berry
pixelmon:oran_berry, Oran Berry
pixelmon:lum_berry, Lum Berry
pixelmon:sitrus_berry, Sitrus Berry
pixelmon:figy_berry, Figy Berry
pixelmon:wiki_berry, Wiki Berry
pixelmon:mago_berry, Mago Berry
pixelmon:aguav_berry, Aguav Berry
pixelmon:iapapa_berry, Iapapa Berry
pixelmon:liechi_berry, Liechi Berry
pixelmon:ganlon_berry, Ganlon Berry
pixelmon:salac_berry, Salac Berry
pixelmon:petaya_berry, Petaya Berry
pixelmon:apicot_berry, Apicot Berry
pixelmon:lansat_berry, Lansat Berry
pixelmon:starf_berry, Starf Berry
pixelmon:custap_berry, Custap Berry
pixelmon:micle_berry, Micle Berry
pixelmon:enigma_berry, Enigma Berry
pixelmon:pumkin_berry, Pumkin Berry
pixelmon:drash_berry, Drash Berry
pixelmon:eggant_berry, Eggant Berry
pixelmon:yago_berry, Yago Berry
pixelmon:touga_berry, Touga Berry
pixelmon:ginema_berry, Ginema Berry
pixelmon:occa_berry, Occa Berry
pixelmon:passho_berry, Passho Berry
pixelmon:wacan_berry, Wacan Berry
pixelmon:rindo_berry, Rindo Berry
pixelmon:yache_berry, Yache Berry
pixelmon:chople_berry, Chople Berry
pixelmon:kebia_berry, Kebia Berry
pixelmon:shuca_berry, Shuca Berry
pixelmon:coba_berry, Coba Berry
pixelmon:payapa_berry, Payapa Berry
pixelmon:tanga_berry, Tanga Berry
pixelmon:charti_berry, Charti Berry
pixelmon:kasib_berry, Kasib Berry
pixelmon:haban_berry, Haban Berry
pixelmon:colbur_berry, Colbur Berry
pixelmon:babiri_berry, Babiri Berry
pixelmon:chilan_berry, Chilan Berry
pixelmon:roseli_berry, Roseli Berry
pixelmon:jaboca_berry, Jaboca Berry
pixelmon:rowap_berry, Rowap Berry
pixelmon:kee_berry, Kee Berry
pixelmon:maranga_berry, Maranga Berry
pixelmon:berry_juice, Berry Juice
pixelmon:soothe_bell, Soothe Bell
pixelmon:smoke_ball, Smoke Ball
pixelmon:wide_lens, Wide Lens
pixelmon:leftovers, Leftovers
pixelmon:shell_bell, Shell Bell
pixelmon:cell_battery, Cell Battery
pixelmon:metronome, Metronome
pixelmon:metal_coat, Metal Coat
pixelmon:prism_scale, Prism Scale
pixelmon:dubious_disc, Dubious Disc
pixelmon:electirizer, Electirizer
pixelmon:magmarizer, Magmarizer
pixelmon:kings_rock, King's Rock
pixelmon:protector, Protector
pixelmon:up-grade, Up-Grade
pixelmon:razor_fang, Razor Fang
pixelmon:dragon_scale, Dragon Scale
pixelmon:absorb_bulb, Absorb Bulb
pixelmon:life_orb, Life Orb
pixelmon:razor_claw, Razor Claw
pixelmon:focus_sash, Focus Sash
pixelmon:focus_band, Focus Band
pixelmon:scope_lens, Scope Lens
pixelmon:air_balloon, Air Balloon
pixelmon:rocky_helmet, Rocky Helmet
pixelmon:shed_shell, Shed Shell
pixelmon:damp_rock, Damp Rock
pixelmon:heat_rock, Heat Rock
pixelmon:icy_rock, Icy Rock
pixelmon:smooth_rock, Smooth Rock
pixelmon:eviolite, Eviolite
pixelmon:light_ball, Light Ball
pixelmon:lucky_punch, Lucky Punch
pixelmon:metal_powder, Metal Powder
pixelmon:quick_powder, Quick Powder
pixelmon:stick, Stick
pixelmon:thick_club, Thick Club
pixelmon:power_herb, Power Herb
pixelmon:red_card, Red Card
pixelmon:expert_belt, Expert Belt
pixelmon:light_clay, Light Clay
pixelmon:mental_herb, Mental Herb
pixelmon:quick_claw, Quick Claw
pixelmon:white_herb, White Herb
pixelmon:big_root, Big Root
pixelmon:zoom_lens, Zoom Lens
pixelmon:bright_powder, Bright Powder
pixelmon:lagging_tail, Lagging Tail
pixelmon:wise_glasses, Wise Glasses
pixelmon:eject_button, Eject Button
pixelmon:binding_band, Binding Band
pixelmon:iron_ball, Iron Ball
pixelmon:grip_claw, Grip Claw
pixelmon:float_stone, Float Stone
pixelmon:ring_target, Ring Target
pixelmon:amulet_coin, Amulet Coin
pixelmon:reaper_cloth, Reaper Cloth
pixelmon:deep_sea_scale, Deep Sea Scale
pixelmon:deep_sea_tooth, Deep Sea Tooth
pixelmon:oval_stone, Oval Stone
pixelmon:full_incense, Full Incense
pixelmon:lax_incense, Lax Incense
pixelmon:luck_incense, Luck Incense
pixelmon:odd_incense, Odd Incense
pixelmon:pure_incense, Pure Incense
pixelmon:rock_incense, Rock Incense
pixelmon:rose_incense, Rose Incense
pixelmon:sea_incense, Sea Incense
pixelmon:wave_incense, Wave Incense
pixelmon:bug_gem, Bug Gem
pixelmon:dark_gem, Dark Gem
pixelmon:dragon_gem, Dragon Gem
pixelmon:electric_gem, Electric Gem
pixelmon:fighting_gem, Fighting Gem
pixelmon:fire_gem, Fire Gem
pixelmon:flying_gem, Flying Gem
pixelmon:ghost_gem, Ghost Gem
pixelmon:grass_gem, Grass Gem
pixelmon:ground_gem, Ground Gem
pixelmon:ice_gem, Ice Gem
pixelmon:normal_gem, Normal Gem
pixelmon:poison_gem, Poison Gem
pixelmon:psychic_gem, Psychic Gem
pixelmon:rock_gem, Rock Gem
pixelmon:steel_gem, Steel Gem
pixelmon:water_gem, Water Gem
pixelmon:fairy_gem, Fairy Gem
pixelmon:black_belt, Black Belt
pixelmon:black_glasses, Black Glasses
pixelmon:charcoal, Charcoal
pixelmon:dragon_fang, Dragon Fang
pixelmon:hard_stone, Hard Stone
pixelmon:miracle_seed, Miracle Seed
pixelmon:mystic_water, Mystic Water
pixelmon:never_melt_ice, Never-Melt Ice
pixelmon:poison_barb, Poison Barb
pixelmon:sharp_beak, Sharp Beak
pixelmon:silk_scarf, Silk Scarf
pixelmon:silver_powder, Silver Powder
pixelmon:soft_sand, Soft Sand
pixelmon:spell_tag, Spell Tag
pixelmon:twisted_spoon, Twisted Spoon
pixelmon:magnet, Magnet
pixelmon:meadow_plate, Meadow Plate
pixelmon:flame_plate, Flame Plate
pixelmon:splash_plate, Splash Plate
pixelmon:sky_plate, Sky Plate
pixelmon:insect_plate, Insect Plate
pixelmon:toxic_plate, Toxic Plate
pixelmon:zap_plate, Zap Plate
pixelmon:mind_plate, Mind Plate
pixelmon:stone_plate, Stone Plate
pixelmon:earth_plate, Earth Plate
pixelmon:dread_plate, Dread Plate
pixelmon:spooky_plate, Spooky Plate
pixelmon:iron_plate, Iron Plate
pixelmon:fist_plate, Fist Plate
pixelmon:icicle_plate, Icicle Plate
pixelmon:draco_plate, Draco Plate
pixelmon:pixie_plate, Pixie Plate
pixelmon:grass_memory, Grass Memory
pixelmon:fire_memory, Fire Memory
pixelmon:water_memory, Water Memory
pixelmon:flying_memory, Flying Memory
pixelmon:bug_memory, Bug Memory
pixelmon:poison_memory, Poison Memory
pixelmon:electric_memory, Electric Memory
pixelmon:psychic_memory, Psychic Memory
pixelmon:rock_memory, Rock Memory
pixelmon:ground_memory, Ground Memory
pixelmon:dark_memory, Dark Memory
pixelmon:ghost_memory, Ghost Memory
pixelmon:steel_memory, Steel Memory
pixelmon:fighting_memory, Fighting Memory
pixelmon:ice_memory, Ice Memory
pixelmon:dragon_memory, Dragon Memory
pixelmon:fairy_memory, Fairy Memory
pixelmon:toxic_orb, Toxic Orb
pixelmon:flame_orb, Flame Orb
pixelmon:sticky_barb, Sticky Barb
pixelmon:destiny_knot, Destiny Knot
pixelmon:black_sludge, Black Sludge
pixelmon:assault_vest, Assault Vest
pixelmon:luminous_moss, Luminous Moss
pixelmon:safety_goggles, Safety Goggles
pixelmon:snowball, Snowball
pixelmon:weakness_policy, Weakness Policy
pixelmon:soul_dew, Soul Dew
pixelmon:abomasite, Abomasite
pixelmon:absolite, Absolite
pixelmon:aerodactylite, Aerodactylite
pixelmon:aggronite, Aggronite
pixelmon:alakazite, Alakazite
pixelmon:altarianite, Altarianite
pixelmon:ampharosite, Ampharosite
pixelmon:audinite, Audinite
pixelmon:banettite, Banettite
pixelmon:beedrillite, Beedrillite
pixelmon:blastoisinite, Blastoisinite
pixelmon:blazikenite, Blazikenite
pixelmon:cameruptite, Cameruptite
pixelmon:charizardite_x, Charizardite X
pixelmon:charizardite_y, Charizardite Y
pixelmon:diancite, Diancite
pixelmon:galladite, Galladite
pixelmon:garchompite, Garchompite
pixelmon:gardevoirite, Gardevoirite
pixelmon:gengarite, Gengarite
pixelmon:glalitite, Glalitite
pixelmon:gyaradosite, Gyaradosite
pixelmon:heracronite, Heracronite
pixelmon:houndoominite, Houndoominite
pixelmon:kangaskhanite, Kangaskhanite
pixelmon:latiasite, Latiasite
pixelmon:latiosite, Latiosite
pixelmon:lopunnite, Lopunnite
pixelmon:lucarionite, Lucarionite
pixelmon:manectite, Manectite
pixelmon:mawilite, Mawilite
pixelmon:medichamite, Medichamite
pixelmon:metagrossite, Metagrossite
pixelmon:mewtwonite_x, Mewtwonite X
pixelmon:mewtwonite_y, Mewtwonite Y
pixelmon:pidgeotite, Pidgeotite
pixelmon:pinsirite, Pinsirite
pixelmon:sablenite, Sablenite
pixelmon:salamencite, Salamencite
pixelmon:sceptilite, Sceptilite
pixelmon:scizorite, Scizorite
pixelmon:sharpedonite, Sharpedonite
